"Jornada","Curso_ID","Grado","Sección","Día","Hora","Materia","Área","Docente_ID","Docente_Nombre"
"Mañana","28","6","B","Martes","11:15–12:00","Biologia","CIENCIAS","CIENCIAS-04","Ricardo Beltrán"
"Mañana","28","6","B","Miércoles","7:45–8:30","Educacion Fisica","EDF-ETICA","EDF-ETICA-02","Héctor Zapata"
"Mañana","28","6","B","Miércoles","8:30–9:15","Quimica","CIENCIAS","CIENCIAS-03","Gloria Muñoz"
"Mañana","28","6","B","Miércoles","10:30–11:15","Biologia","CIENCIAS","CIENCIAS-01","Claudia Nieto"
"Mañana","28","6","B","Miércoles","11:15–12:00","Ingles","ESP-ING","ESP-ING-01","Natalia Duarte"
"Mañana","28","6","B","Viernes","7:45–8:30","Fisica","MAT-FIS","EDF-ETICA-03","Angélica Prieto"
"Mañana","28","6","B","Viernes","8:30–9:15","Fisica","MAT-FIS","MAT-FIS-04","Andrés Pardo"
"Mañana","29","6","C","Jueves","7:00–7:45","Fisica","MAT-FIS","MAT-FIS-01","Laura Gómez"
"Mañana","29","6","C","Jueves","8:30–9:15","Etica","EDF-ETICA","EDF-ETICA-05","Tatiana Herrera"
"Mañana","29","6","C","Jueves","9:45–10:30","Fisica","MAT-FIS","MAT-FIS-05","Sandra Ochoa"
"Mañana","29","6","C","Jueves","11:15–12:00","Educacion Fisica","EDF-ETICA","EDF-ETICA-05","Tatiana Herrera"
"Mañana","29","6","C","Lunes","7:00–7:45","Informatica","FLEX","FLEX-02","Liliana Vega"
"Mañana","29","6","C","Lunes","8:30–9:15","Matematicas","MAT-FIS","MAT-FIS-02","Carlos Rendón"
"Mañana","29","6","C","Lunes","9:45–10:30","Educacion Fisica","EDF-ETICA","CIENCIAS-05","Viviana Cortés"
"Mañana","29","6","C","Lunes","11:15–12:00","Matematicas","MAT-FIS","MAT-FIS-05","Sandra Ochoa"
"Mañana","29","6","C","Martes","7:00–7:45","Ciencias Sociales","FLEX","ESP-ING-07","Lorena Bautista"
"Mañana","29","6","C","Martes","8:30–9:15","Espanol","ESP-ING","ESP-ING-04","Jorge Peña"
"Mañana","29","6","C","Martes","9:45–10:30","Espanol","ESP-ING","ESP-ING-01","Natalia Duarte"
"Mañana","29","6","C","Martes","11:15–12:00","Biologia","CIENCIAS","CIENCIAS-01","Claudia Nieto"
"Mañana","29","6","C","Miércoles","7:00–7:45","Biologia","CIENCIAS","CIENCIAS-02","Sebastián Reyes"
"Mañana","29","6","C","Miércoles","8:30–9:15","Espanol","ESP-ING","ESP-ING-05","Adriana Suárez"
"Mañana","29","6","C","Miércoles","9:45–10:30","Quimica","CIENCIAS","CIENCIAS-02","Sebastián Reyes"
"Mañana","29","6","C","Miércoles","11:15–12:00","Matematicas","MAT-FIS","MAT-FIS-08","Diego Salazar"
"Mañana","29","6","C","Viernes","7:00–7:45","Quimica","CIENCIAS","CIENCIAS-04","Ricardo Beltrán"
"Mañana","29","6","C","Viernes","8:30–9:15","Ingles","ESP-ING","EDF-ETICA-03","Angélica Prieto"
"Mañana","21","7","A","Jueves","7:00–7:45","Fisica","MAT-FIS","MAT-FIS-07","Paola Cárdenas"
"Mañana","21","7","A","Jueves","7:45–8:30","Etica","EDF-ETICA","EDF-ETICA-05","Tatiana Herrera"
"Mañana","21","7","A","Jueves","9:45–10:30","Biologia","CIENCIAS","CIENCIAS-05","Viviana Cortés"
"Mañana","21","7","A","Jueves","10:30–11:15","Quimica","CIENCIAS","CIENCIAS-03","Gloria Muñoz"
"Mañana","21","7","A","Lunes","7:00–7:45","Matematicas","MAT-FIS","MAT-FIS-02","Carlos Rendón"
"Mañana","21","7","A","Lunes","7:45–8:30","Matematicas","MAT-FIS","MAT-FIS-04","Andrés Pardo"
"Mañana","21","7","A","Lunes","9:45–10:30","Ciencias Sociales","FLEX","FLEX-01","Nelson Cifuentes"
"Mañana","21","7","A","Martes","7:00–7:45","Educacion Fisica","EDF-ETICA","EDF-ETICA-01","Marcela Guerrero"
"Mañana","21","7","A","Martes","7:45–8:30","Informatica","FLEX","MAT-FIS-04","Andrés Pardo"
"Mañana","21","7","A","Martes","9:45–10:30","Quimica","CIENCIAS","CIENCIAS-01","Claudia Nieto"
"Mañana","21","7","A","Martes","10:30–11:15","Matematicas","MAT-FIS","MAT-FIS-04","Andrés Pardo"
"Mañana","21","7","A","Miércoles","7:00–7:45","Educacion Fisica","EDF-ETICA","EDF-ETICA-05","Tatiana Herrera"
"Mañana","21","7","A","Miércoles","9:45–10:30","Biologia","CIENCIAS","CIENCIAS-01","Claudia Nieto"
"Mañana","21","7","A","Miércoles","10:30–11:15","Fisica","MAT-FIS","MAT-FIS-04","Andrés Pardo"
"Mañana","21","7","A","Viernes","7:45–8:30","Espanol","ESP-ING","ESP-ING-05","Adriana Suárez"
"Mañana","21","7","A","Viernes","9:45–10:30","Espanol","ESP-ING","ESP-ING-07","Lorena Bautista"
"Mañana","21","7","A","Viernes","10:30–11:15","Ingles","ESP-ING","ESP-ING-02","Felipe Mora"
"Mañana","21","7","A","Viernes","11:15–12:00","Espanol","ESP-ING","ESP-ING-05","Adriana Suárez"
"Mañana","22","7","B","Jueves","7:45–8:30","Biologia","CIENCIAS","CIENCIAS-04","Ricardo Beltrán"
"Mañana","22","7","B","Jueves","8:30–9:15","Matematicas","MAT-FIS","MAT-FIS-06","Julián Vargas"
"Mañana","22","7","B","Jueves","11:15–12:00","Ingles","ESP-ING","ESP-ING-08","Iván Torres"
"Mañana","22","7","B","Lunes","8:30–9:15","Espanol","ESP-ING","ESP-ING-07","Lorena Bautista"
"Mañana","22","7","B","Lunes","9:45–10:30","Quimica","CIENCIAS","ESP-ING-08","Iván Torres"
"Mañana","22","7","B","Lunes","11:15–12:00","Ciencias Sociales","FLEX","MAT-FIS-07","Paola Cárdenas"
"Mañana","22","7","B","Martes","7:45–8:30","Espanol","ESP-ING","ESP-ING-07","Lorena Bautista"
"Mañana","22","7","B","Martes","8:30–9:15","Espanol","ESP-ING","ESP-ING-02","Felipe Mora"
"Mañana","22","7","B","Martes","10:30–11:15","Informatica","FLEX","FLEX-03","Omar Delgado"
"Mañana","22","7","B","Martes","11:15–12:00","Matematicas","MAT-FIS","MAT-FIS-04","Andrés Pardo"
"Mañana","22","7","B","Miércoles","7:45–8:30","Educacion Fisica","EDF-ETICA","EDF-ETICA-04","Fabián Castro"
"Mañana","22","7","B","Miércoles","8:30–9:15","Matematicas","MAT-FIS","MAT-FIS-08","Diego Salazar"
"Mañana","22","7","B","Miércoles","10:30–11:15","Etica","EDF-ETICA","EDF-ETICA-04","Fabián Castro"
"Mañana","22","7","B","Miércoles","11:15–12:00","Educacion Fisica","EDF-ETICA","EDF-ETICA-01","Marcela Guerrero"
"Mañana","22","7","B","Viernes","7:45–8:30","Biologia","CIENCIAS","CIENCIAS-06","Esteban Rojas"
"Mañana","22","7","B","Viernes","8:30–9:15","Fisica","MAT-FIS","MAT-FIS-05","Sandra Ochoa"
"Mañana","22","7","B","Viernes","10:30–11:15","Quimica","CIENCIAS","CIENCIAS-04","Ricardo Beltrán"
"Mañana","22","7","B","Viernes","11:15–12:00","Fisica","MAT-FIS","MAT-FIS-04","Andrés Pardo"
"Mañana","23","7","C","Jueves","7:00–7:45","Educacion Fisica","EDF-ETICA","FLEX-02","Liliana Vega"
"Mañana","23","7","C","Jueves","8:30–9:15","Espanol","ESP-ING","ESP-ING-04","Jorge Peña"
"Mañana","23","7","C","Jueves","9:45–10:30","Fisica","MAT-FIS","MAT-FIS-01","Laura Gómez"
"Mañana","23","7","C","Jueves","11:15–12:00","Quimica","CIENCIAS","CIENCIAS-04","Ricardo Beltrán"
"Mañana","23","7","C","Lunes","7:00–7:45","Quimica","CIENCIAS","CIENCIAS-01","Claudia Nieto"
"Mañana","23","7","C","Lunes","8:30–9:15","Etica","EDF-ETICA","EDF-ETICA-04","Fabián Castro"
"Mañana","23","7","C","Lunes","9:45–10:30","Matematicas","MAT-FIS","MAT-FIS-01","Laura Gómez"
"Mañana","23","7","C","Lunes","11:15–12:00","Espanol","ESP-ING","ESP-ING-03","Camila Restrepo"
"Mañana","23","7","C","Martes","7:00–7:45","Ciencias Sociales","FLEX","EDF-ETICA-05","Tatiana Herrera"
"Mañana","23","7","C","Martes","8:30–9:15","Matematicas","MAT-FIS","MAT-FIS-07","Paola Cárdenas"
"Mañana","23","7","C","Martes","9:45–10:30","Informatica","FLEX","MAT-FIS-05","Sandra Ochoa"
"Mañana","23","7","C","Martes","11:15–12:00","Espanol","ESP-ING","ESP-ING-05","Adriana Suárez"
"Mañana","23","7","C","Miércoles","7:00–7:45","Ingles","ESP-ING","ESP-ING-05","Adriana Suárez"
"Mañana","23","7","C","Miércoles","8:30–9:15","Educacion Fisica","EDF-ETICA","EDF-ETICA-01","Marcela Guerrero"
"Mañana","23","7","C","Miércoles","9:45–10:30","Matematicas","MAT-FIS","MAT-FIS-04","Andrés Pardo"
"Mañana","23","7","C","Miércoles","11:15–12:00","Fisica","MAT-FIS","MAT-FIS-05","Sandra Ochoa"
"Mañana","23","7","C","Viernes","7:00–7:45","Biologia","CIENCIAS","CIENCIAS-02","Sebastián Reyes"
"Mañana","23","7","C","Viernes","8:30–9:15","Biologia","CIENCIAS","CIENCIAS-05","Viviana Cortés"
"Mañana","15","8","A","Jueves","7:00–7:45","Quimica","CIENCIAS","CIENCIAS-03","Gloria Muñoz"
"Mañana","15","8","A","Jueves","7:45–8:30","Espanol","ESP-ING","ESP-ING-04","Jorge Peña"
"Mañana","15","8","A","Jueves","9:45–10:30","Biologia","CIENCIAS","CIENCIAS-04","Ricardo Beltrán"
"Mañana","15","8","A","Jueves","10:30–11:15","Fisica","MAT-FIS","MAT-FIS-04","Andrés Pardo"
"Mañana","15","8","A","Lunes","7:00–7:45","Informatica","FLEX","MAT-FIS-05","Sandra Ochoa"
"Mañana","15","8","A","Lunes","7:45–8:30","Espanol","ESP-ING","ESP-ING-02","Felipe Mora"
"Mañana","15","8","A","Lunes","9:45–10:30","Educacion Fisica","EDF-ETICA","EDF-ETICA-04","Fabián Castro"
"Mañana","15","8","A","Lunes","10:30–11:15","Matematicas","MAT-FIS","MAT-FIS-01","Laura Gómez"
"Mañana","15","8","A","Martes","7:00–7:45","Matematicas","MAT-FIS","MAT-FIS-01","Laura Gómez"
"Mañana","15","8","A","Martes","7:45–8:30","Educacion Fisica","EDF-ETICA","EDF-ETICA-02","Héctor Zapata"
"Mañana","15","8","A","Martes","9:45–10:30","Ciencias Sociales","FLEX","MAT-FIS-06","Julián Vargas"
"Mañana","15","8","A","Martes","10:30–11:15","Matematicas","MAT-FIS","MAT-FIS-01","Laura Gómez"
"Mañana","15","8","A","Miércoles","7:00–7:45","Etica","EDF-ETICA","EDF-ETICA-04","Fabián Castro"
"Mañana","15","8","A","Miércoles","7:45–8:30","Fisica","MAT-FIS","MAT-FIS-01","Laura Gómez"
"Mañana","15","8","A","Miércoles","9:45–10:30","Biologia","CIENCIAS","CIENCIAS-03","Gloria Muñoz"
"Mañana","15","8","A","Viernes","7:00–7:45","Quimica","CIENCIAS","CIENCIAS-03","Gloria Muñoz"
"Mañana","15","8","A","Viernes","7:45–8:30","Ingles","ESP-ING","ESP-ING-04","Jorge Peña"
"Mañana","15","8","A","Viernes","9:45–10:30","Espanol","ESP-ING","ESP-ING-01","Natalia Duarte"
"Mañana","16","8","B","Jueves","7:45–8:30","Espanol","ESP-ING","ESP-ING-08","Iván Torres"
"Mañana","16","8","B","Jueves","8:30–9:15","Etica","EDF-ETICA","EDF-ETICA-02","Héctor Zapata"
"Mañana","16","8","B","Jueves","10:30–11:15","Fisica","MAT-FIS","MAT-FIS-05","Sandra Ochoa"
"Mañana","16","8","B","Jueves","11:15–12:00","Espanol","ESP-ING","ESP-ING-01","Natalia Duarte"
"Mañana","16","8","B","Lunes","7:45–8:30","Educacion Fisica","EDF-ETICA","EDF-ETICA-03","Angélica Prieto"
"Mañana","16","8","B","Lunes","8:30–9:15","Informatica","FLEX","MAT-FIS-08","Diego Salazar"
"Mañana","16","8","B","Lunes","10:30–11:15","Biologia","CIENCIAS","MAT-FIS-08","Diego Salazar"
"Mañana","16","8","B","Lunes","11:15–12:00","Biologia","CIENCIAS","CIENCIAS-06","Esteban Rojas"
"Mañana","16","8","B","Martes","7:45–8:30","Educacion Fisica","EDF-ETICA","EDF-ETICA-05","Tatiana Herrera"
"Mañana","16","8","B","Martes","8:30–9:15","Ciencias Sociales","FLEX","FLEX-03","Omar Delgado"
"Mañana","16","8","B","Martes","10:30–11:15","Quimica","CIENCIAS","CIENCIAS-01","Claudia Nieto"
"Mañana","16","8","B","Martes","11:15–12:00","Matematicas","MAT-FIS","MAT-FIS-01","Laura Gómez"
"Mañana","16","8","B","Miércoles","7:45–8:30","Quimica","CIENCIAS","CIENCIAS-02","Sebastián Reyes"
"Mañana","16","8","B","Miércoles","8:30–9:15","Matematicas","MAT-FIS","MAT-FIS-07","Paola Cárdenas"
"Mañana","16","8","B","Miércoles","10:30–11:15","Matematicas","MAT-FIS","MAT-FIS-07","Paola Cárdenas"
"Mañana","16","8","B","Miércoles","11:15–12:00","Fisica","MAT-FIS","MAT-FIS-01","Laura Gómez"
"Mañana","16","8","B","Viernes","7:45–8:30","Ingles","ESP-ING","ESP-ING-08","Iván Torres"
"Mañana","16","8","B","Viernes","8:30–9:15","Espanol","ESP-ING","EDF-ETICA-01","Marcela Guerrero"
"Mañana","17","8","C","Jueves","7:00–7:45","Espanol","ESP-ING","ESP-ING-01","Natalia Duarte"
"Mañana","17","8","C","Jueves","8:30–9:15","Espanol","ESP-ING","ESP-ING-03","Camila Restrepo"
"Mañana","17","8","C","Jueves","9:45–10:30","Quimica","CIENCIAS","FLEX-02","Liliana Vega"
"Mañana","17","8","C","Jueves","11:15–12:00","Biologia","CIENCIAS","CIENCIAS-01","Claudia Nieto"
"Mañana","17","8","C","Lunes","7:00–7:45","Educacion Fisica","EDF-ETICA","ESP-ING-07","Lorena Bautista"
"Mañana","17","8","C","Lunes","8:30–9:15","Matematicas","MAT-FIS","MAT-FIS-06","Julián Vargas"
"Mañana","17","8","C","Lunes","9:45–10:30","Quimica","CIENCIAS","CIENCIAS-02","Sebastián Reyes"
"Mañana","17","8","C","Lunes","11:15–12:00","Educacion Fisica","EDF-ETICA","EDF-ETICA-02","Héctor Zapata"
"Mañana","17","8","C","Martes","7:00–7:45","Matematicas","MAT-FIS","MAT-FIS-04","Andrés Pardo"
"Mañana","17","8","C","Martes","8:30–9:15","Matematicas","MAT-FIS","MAT-FIS-06","Julián Vargas"
"Mañana","17","8","C","Martes","9:45–10:30","Informatica","FLEX","FLEX-01","Nelson Cifuentes"
"Mañana","17","8","C","Martes","11:15–12:00","Etica","EDF-ETICA","EDF-ETICA-02","Héctor Zapata"
"Mañana","17","8","C","Miércoles","7:00–7:45","Espanol","ESP-ING","ESP-ING-06","Mauricio Cely"
"Mañana","17","8","C","Miércoles","8:30–9:15","Biologia","CIENCIAS","CIENCIAS-06","Esteban Rojas"
"Mañana","17","8","C","Miércoles","9:45–10:30","Ciencias Sociales","FLEX","FLEX-03","Omar Delgado"
"Mañana","17","8","C","Miércoles","11:15–12:00","Fisica","MAT-FIS","MAT-FIS-02","Carlos Rendón"
"Mañana","17","8","C","Viernes","7:00–7:45","Fisica","MAT-FIS","MAT-FIS-07","Paola Cárdenas"
"Mañana","17","8","C","Viernes","8:30–9:15","Ingles","ESP-ING","ESP-ING-01","Natalia Duarte"
"Mañana","10","9","A","Jueves","7:45–8:30","Biologia","CIENCIAS","FLEX-02","Liliana Vega"
"Mañana","10","9","A","Jueves","8:30–9:15","Quimica","CIENCIAS","FLEX-02","Liliana Vega"
"Mañana","10","9","A","Jueves","11:15–12:00","Fisica","MAT-FIS","MAT-FIS-06","Julián Vargas"
"Mañana","10","9","A","Lunes","7:45–8:30","Quimica","CIENCIAS","CIENCIAS-03","Gloria Muñoz"
"Mañana","10","9","A","Lunes","8:30–9:15","Educacion Fisica","EDF-ETICA","EDF-ETICA-01","Marcela Guerrero"
"Mañana","10","9","A","Lunes","10:30–11:15","Espanol","ESP-ING","ESP-ING-02","Felipe Mora"
"Mañana","10","9","A","Lunes","11:15–12:00","Espanol","ESP-ING","ESP-ING-06","Mauricio Cely"
"Mañana","10","9","A","Martes","7:45–8:30","Matematicas","MAT-FIS","MAT-FIS-02","Carlos Rendón"
"Mañana","10","9","A","Martes","10:30–11:15","Ciencias Sociales","FLEX","FLEX-02","Liliana Vega"
"Mañana","10","9","A","Martes","11:15–12:00","Matematicas","MAT-FIS","MAT-FIS-07","Paola Cárdenas"
"Mañana","10","9","A","Miércoles","7:45–8:30","Matematicas","MAT-FIS","MAT-FIS-07","Paola Cárdenas"
"Mañana","10","9","A","Miércoles","8:30–9:15","Biologia","CIENCIAS","CIENCIAS-05","Viviana Cortés"
"Mañana","10","9","A","Miércoles","10:30–11:15","Informatica","FLEX","FLEX-01","Nelson Cifuentes"
"Mañana","10","9","A","Miércoles","11:15–12:00","Etica","EDF-ETICA","EDF-ETICA-02","Héctor Zapata"
"Mañana","10","9","A","Viernes","7:45–8:30","Educacion Fisica","EDF-ETICA","EDF-ETICA-01","Marcela Guerrero"
"Mañana","10","9","A","Viernes","8:30–9:15","Espanol","ESP-ING","ESP-ING-04","Jorge Peña"
"Mañana","10","9","A","Viernes","10:30–11:15","Fisica","MAT-FIS","MAT-FIS-01","Laura Gómez"
"Mañana","10","9","A","Viernes","11:15–12:00","Ingles","ESP-ING","ESP-ING-04","Jorge Peña"
"Mañana","11","9","B","Jueves","7:00–7:45","Educacion Fisica","EDF-ETICA","EDF-ETICA-02","Héctor Zapata"
"Mañana","11","9","B","Jueves","8:30–9:15","Matematicas","MAT-FIS","MAT-FIS-08","Diego Salazar"
"Mañana","11","9","B","Jueves","9:45–10:30","Biologia","CIENCIAS","CIENCIAS-01","Claudia Nieto"
"Mañana","11","9","B","Jueves","11:15–12:00","Biologia","CIENCIAS","CIENCIAS-02","Sebastián Reyes"
"Mañana","11","9","B","Lunes","7:00–7:45","Espanol","ESP-ING","ESP-ING-03","Camila Restrepo"
"Mañana","11","9","B","Lunes","8:30–9:15","Espanol","ESP-ING","ESP-ING-03","Camila Restrepo"
"Mañana","11","9","B","Lunes","9:45–10:30","Quimica","CIENCIAS","CIENCIAS-03","Gloria Muñoz"
"Mañana","11","9","B","Lunes","11:15–12:00","Quimica","CIENCIAS","CIENCIAS-01","Claudia Nieto"
"Mañana","11","9","B","Martes","7:00–7:45","Espanol","ESP-ING","ESP-ING-01","Natalia Duarte"
"Mañana","11","9","B","Martes","8:30–9:15","Ingles","ESP-ING","ESP-ING-08","Iván Torres"
"Mañana","11","9","B","Martes","9:45–10:30","Educacion Fisica","EDF-ETICA","EDF-ETICA-04","Fabián Castro"
"Mañana","11","9","B","Martes","11:15–12:00","Matematicas","MAT-FIS","MAT-FIS-02","Carlos Rendón"
"Mañana","11","9","B","Miércoles","7:00–7:45","Ciencias Sociales","FLEX","FLEX-01","Nelson Cifuentes"
"Mañana","11","9","B","Miércoles","8:30–9:15","Matematicas","MAT-FIS","MAT-FIS-01","Laura Gómez"
"Mañana","11","9","B","Miércoles","9:45–10:30","Informatica","FLEX","FLEX-02","Liliana Vega"
"Mañana","11","9","B","Miércoles","11:15–12:00","Etica","EDF-ETICA","EDF-ETICA-04","Fabián Castro"
"Mañana","11","9","B","Viernes","7:00–7:45","Fisica","MAT-FIS","EDF-ETICA-03","Angélica Prieto"
"Mañana","11","9","B","Viernes","8:30–9:15","Fisica","MAT-FIS","CIENCIAS-03","Gloria Muñoz"
"Mañana","5","10","A","Jueves","7:00–7:45","Ingles","ESP-ING","ESP-ING-05","Adriana Suárez"
"Mañana","5","10","A","Jueves","9:45–10:30","Matematicas","MAT-FIS","MAT-FIS-07","Paola Cárdenas"
"Mañana","5","10","A","Jueves","11:15–12:00","Quimica","CIENCIAS","CIENCIAS-03","Gloria Muñoz"
"Mañana","5","10","A","Lunes","7:00–7:45","Informatica","FLEX","FLEX-01","Nelson Cifuentes"
"Mañana","5","10","A","Lunes","8:30–9:15","Ciencias Sociales","FLEX","FLEX-01","Nelson Cifuentes"
"Mañana","5","10","A","Lunes","9:45–10:30","Espanol","ESP-ING","ESP-ING-01","Natalia Duarte"
"Mañana","5","10","A","Lunes","11:15–12:00","Biologia","CIENCIAS","CIENCIAS-04","Ricardo Beltrán"
"Mañana","5","10","A","Martes","7:00–7:45","Educacion Fisica","EDF-ETICA","EDF-ETICA-04","Fabián Castro"
"Mañana","5","10","A","Martes","8:30–9:15","Biologia","CIENCIAS","CIENCIAS-01","Claudia Nieto"
"Mañana","5","10","A","Martes","9:45–10:30","Matematicas","MAT-FIS","MAT-FIS-01","Laura Gómez"
"Mañana","5","10","A","Martes","11:15–12:00","Educacion Fisica","EDF-ETICA","EDF-ETICA-05","Tatiana Herrera"
"Mañana","5","10","A","Miércoles","7:00–7:45","Etica","EDF-ETICA","EDF-ETICA-03","Angélica Prieto"
"Mañana","5","10","A","Miércoles","8:30–9:15","Espanol","ESP-ING","ESP-ING-08","Iván Torres"
"Mañana","5","10","A","Miércoles","9:45–10:30","Espanol","ESP-ING","ESP-ING-03","Camila Restrepo"
"Mañana","5","10","A","Miércoles","11:15–12:00","Quimica","CIENCIAS","CIENCIAS-02","Sebastián Reyes"
"Mañana","5","10","A","Viernes","7:00–7:45","Matematicas","MAT-FIS","MAT-FIS-03","María Fernanda Ríos"
"Mañana","5","10","A","Viernes","8:30–9:15","Fisica","MAT-FIS","MAT-FIS-07","Paola Cárdenas"
"Mañana","5","10","A","Viernes","9:45–10:30","Fisica","MAT-FIS","MAT-FIS-06","Julián Vargas"
"Mañana","6","10","B","Jueves","7:00–7:45","Educacion Fisica","EDF-ETICA","EDF-ETICA-05","Tatiana Herrera"
"Mañana","6","10","B","Jueves","7:45–8:30","Educacion Fisica","EDF-ETICA","EDF-ETICA-01","Marcela Guerrero"
"Mañana","6","10","B","Jueves","9:45–10:30","Espanol","ESP-ING","ESP-ING-06","Mauricio Cely"
"Mañana","6","10","B","Jueves","10:30–11:15","Biologia","CIENCIAS","CIENCIAS-01","Claudia Nieto"
"Mañana","6","10","B","Lunes","7:00–7:45","Matematicas","MAT-FIS","MAT-FIS-04","Andrés Pardo"
"Mañana","6","10","B","Lunes","7:45–8:30","Ciencias Sociales","FLEX","FLEX-03","Omar Delgado"
"Mañana","6","10","B","Lunes","9:45–10:30","Informatica","FLEX","ESP-ING-06","Mauricio Cely"
"Mañana","6","10","B","Lunes","10:30–11:15","Quimica","CIENCIAS","CIENCIAS-01","Claudia Nieto"
"Mañana","6","10","B","Martes","7:00–7:45","Espanol","ESP-ING","ESP-ING-05","Adriana Suárez"
"Mañana","6","10","B","Martes","7:45–8:30","Matematicas","MAT-FIS","MAT-FIS-08","Diego Salazar"
"Mañana","6","10","B","Martes","9:45–10:30","Matematicas","MAT-FIS","MAT-FIS-04","Andrés Pardo"
"Mañana","6","10","B","Martes","10:30–11:15","Quimica","CIENCIAS","CIENCIAS-05","Viviana Cortés"
"Mañana","6","10","B","Miércoles","7:00–7:45","Fisica","MAT-FIS","MAT-FIS-03","María Fernanda Ríos"
"Mañana","6","10","B","Miércoles","7:45–8:30","Fisica","MAT-FIS","MAT-FIS-03","María Fernanda Ríos"
"Mañana","6","10","B","Miércoles","9:45–10:30","Etica","EDF-ETICA","EDF-ETICA-02","Héctor Zapata"
"Mañana","6","10","B","Miércoles","10:30–11:15","Biologia","CIENCIAS","CIENCIAS-03","Gloria Muñoz"
"Mañana","6","10","B","Viernes","7:00–7:45","Ingles","ESP-ING","ESP-ING-07","Lorena Bautista"
"Mañana","6","10","B","Viernes","7:45–8:30","Espanol","ESP-ING","ESP-ING-03","Camila Restrepo"
"Mañana","7","10","C","Jueves","7:45–8:30","Matematicas","MAT-FIS","MAT-FIS-03","María Fernanda Ríos"
"Mañana","7","10","C","Jueves","8:30–9:15","Espanol","ESP-ING","ESP-ING-07","Lorena Bautista"
"Mañana","7","10","C","Jueves","10:30–11:15","Ingles","ESP-ING","ESP-ING-08","Iván Torres"
"Mañana","7","10","C","Jueves","11:15–12:00","Etica","EDF-ETICA","EDF-ETICA-01","Marcela Guerrero"
"Mañana","7","10","C","Lunes","7:45–8:30","Educacion Fisica","EDF-ETICA","CIENCIAS-05","Viviana Cortés"
"Mañana","7","10","C","Lunes","8:30–9:15","Quimica","CIENCIAS","ESP-ING-08","Iván Torres"
"Mañana","7","10","C","Lunes","10:30–11:15","Quimica","CIENCIAS","CIENCIAS-03","Gloria Muñoz"
"Mañana","7","10","C","Lunes","11:15–12:00","Matematicas","MAT-FIS","MAT-FIS-06","Julián Vargas"
"Mañana","7","10","C","Martes","7:45–8:30","Informatica","FLEX","FLEX-03","Omar Delgado"
"Mañana","7","10","C","Martes","8:30–9:15","Matematicas","MAT-FIS","MAT-FIS-02","Carlos Rendón"
"Mañana","7","10","C","Martes","10:30–11:15","Educacion Fisica","EDF-ETICA","EDF-ETICA-03","Angélica Prieto"
"Mañana","7","10","C","Martes","11:15–12:00","Biologia","CIENCIAS","CIENCIAS-05","Viviana Cortés"
"Mañana","7","10","C","Miércoles","7:45–8:30","Ciencias Sociales","FLEX","FLEX-03","Omar Delgado"
"Mañana","7","10","C","Miércoles","8:30–9:15","Biologia","CIENCIAS","CIENCIAS-02","Sebastián Reyes"
"Mañana","7","10","C","Miércoles","10:30–11:15","Espanol","ESP-ING","ESP-ING-06","Mauricio Cely"
"Mañana","7","10","C","Miércoles","11:15–12:00","Espanol","ESP-ING","ESP-ING-04","Jorge Peña"
"Mañana","7","10","C","Viernes","7:45–8:30","Fisica","MAT-FIS","CIENCIAS-02","Sebastián Reyes"
"Mañana","7","10","C","Viernes","8:30–9:15","Fisica","MAT-FIS","MAT-FIS-03","María Fernanda Ríos"
"Mañana","8","10","D","Jueves","7:00–7:45","Ingles","ESP-ING","ESP-ING-07","Lorena Bautista"
"Mañana","8","10","D","Jueves","8:30–9:15","Fisica","MAT-FIS","MAT-FIS-04","Andrés Pardo"
"Mañana","8","10","D","Jueves","9:45–10:30","Biologia","CIENCIAS","CIENCIAS-06","Esteban Rojas"
"Mañana","8","10","D","Jueves","11:15–12:00","Quimica","CIENCIAS","EDF-ETICA-04","Fabián Castro"
"Mañana","8","10","D","Lunes","7:00–7:45","Matematicas","MAT-FIS","MAT-FIS-01","Laura Gómez"
"Mañana","8","10","D","Lunes","8:30–9:15","Ciencias Sociales","FLEX","FLEX-03","Omar Delgado"
"Mañana","8","10","D","Lunes","9:45–10:30","Espanol","ESP-ING","ESP-ING-03","Camila Restrepo"
"Mañana","8","10","D","Lunes","11:15–12:00","Informatica","FLEX","CIENCIAS-03","Gloria Muñoz"
"Mañana","8","10","D","Martes","7:00–7:45","Etica","EDF-ETICA","ESP-ING-06","Mauricio Cely"
"Mañana","8","10","D","Martes","8:30–9:15","Matematicas","MAT-FIS","MAT-FIS-05","Sandra Ochoa"
"Mañana","8","10","D","Martes","9:45–10:30","Espanol","ESP-ING","ESP-ING-04","Jorge Peña"
"Mañana","8","10","D","Martes","11:15–12:00","Matematicas","MAT-FIS","MAT-FIS-08","Diego Salazar"
"Mañana","8","10","D","Miércoles","7:00–7:45","Espanol","ESP-ING","ESP-ING-04","Jorge Peña"
"Mañana","8","10","D","Miércoles","8:30–9:15","Educacion Fisica","EDF-ETICA","EDF-ETICA-02","Héctor Zapata"
"Mañana","8","10","D","Miércoles","9:45–10:30","Educacion Fisica","EDF-ETICA","CIENCIAS-04","Ricardo Beltrán"
"Mañana","8","10","D","Miércoles","11:15–12:00","Fisica","MAT-FIS","MAT-FIS-06","Julián Vargas"
